订单编号,订单日期,门店,产品ID,顾客ID,数量
20000614,7/13/2020,南京市,3008,472,2
20000615,7/13/2020,南京市,3009,450,2
20000616,7/13/2020,常州市,3002,577,3
20000617,7/13/2020,南京市,3003,480,2
20000618,7/13/2020,泰兴市,3010,735,4
20000619,7/13/2020,泰兴市,3003,764,3
20000620,7/13/2020,南京市,3009,407,1
20000621,7/14/2020,常州市,3002,553,1
20000622,7/14/2020,常州市,3002,559,1
20000623,7/14/2020,常州市,3011,554,1
20000624,7/14/2020,常州市,3002,507,1
20000625,7/14/2020,北京市,3002,168,3
20000626,7/14/2020,南京市,3002,420,1
20000627,7/14/2020,杭州市,3002,399,3
20000628,7/14/2020,南京市,3003,451,1
20000629,7/14/2020,南京市,3009,449,4
20000630,7/15/2020,常州市,3001,575,2
20000631,7/15/2020,嘉兴市,3001,282,1
20000632,7/15/2020,嘉兴市,3011,265,1
20000633,7/15/2020,泰兴市,3003,726,1
20000634,7/15/2020,南京市,3002,441,4
20000635,7/15/2020,南京市,3011,435,1
20000636,7/15/2020,南京市,3001,413,4
20000637,7/15/2020,南京市,3002,410,3
20000638,7/15/2020,诸暨市,3002,848,1
20000639,7/16/2020,南京市,3011,481,4
20000640,7/16/2020,南京市,3001,487,1
20000641,7/16/2020,嘉兴市,3003,287,2
20000642,7/16/2020,嘉兴市,3002,260,4
20000643,7/16/2020,泰兴市,3001,771,4
20000644,7/16/2020,杭州市,3002,351,3
20000645,7/16/2020,南京市,3007,408,3
20000646,7/16/2020,北京市,3001,187,1
20000647,7/16/2020,南京市,3009,440,1
20000648,7/16/2020,南京市,3001,471,1
20000649,7/16/2020,杭州市,3002,361,1
20000650,7/16/2020,南通市,3002,627,3
20000651,7/16/2020,嘉兴市,3012,297,4
20000652,7/16/2020,北京市,3002,170,4
20000653,7/17/2020,南京市,3009,435,1
20000654,7/17/2020,南京市,3009,435,1
20000655,7/17/2020,常州市,3002,503,2
20000656,7/17/2020,南京市,3007,479,1
20000657,7/17/2020,嘉兴市,3009,229,1
20000658,7/17/2020,北京市,3002,124,1
20000659,7/17/2020,北京市,3001,153,3
20000660,7/17/2020,南京市,3002,450,1
20000661,7/17/2020,南京市,3011,449,2
20000662,7/17/2020,常州市,3002,598,1
20000663,7/17/2020,南京市,3003,416,3
20000664,7/17/2020,泰兴市,3010,726,3
20000665,7/17/2020,南京市,3008,421,4
20000666,7/19/2020,南京市,3003,420,2
20000667,7/20/2020,南京市,3007,490,2
20000668,7/20/2020,南通市,3002,699,1
20000669,7/20/2020,南京市,3003,443,3
20000670,7/20/2020,南京市,3002,406,1
20000671,7/20/2020,南京市,3009,453,4
20000672,7/20/2020,杭州市,3002,324,3
20000673,7/20/2020,南通市,3003,626,1
20000674,7/20/2020,杭州市,3001,317,1
20000675,7/20/2020,泰兴市,3012,707,1
20000676,7/20/2020,诸暨市,3002,896,1
20000677,7/20/2020,南京市,3010,432,1
20000678,7/21/2020,泰兴市,3011,771,1
20000679,7/21/2020,常州市,3001,561,1
20000680,7/21/2020,杭州市,3002,329,3
20000681,7/21/2020,泰兴市,3011,760,2
20000682,7/21/2020,杭州市,3002,337,3
20000683,7/21/2020,常州市,3003,549,3
20000684,7/21/2020,嘉兴市,3002,259,4
20000685,7/21/2020,嘉兴市,3007,229,1
20000686,7/22/2020,杭州市,3011,344,1
20000687,7/22/2020,常州市,3001,510,1
20000688,7/22/2020,南京市,3009,477,2
20000689,7/22/2020,常州市,3003,522,3
20000690,7/22/2020,常州市,3002,523,4
20000691,7/22/2020,南京市,3010,458,3
20000692,7/22/2020,南京市,3002,441,1
20000693,7/22/2020,诸暨市,3002,893,4
20000694,7/22/2020,南京市,3011,465,1
20000695,7/22/2020,杭州市,3001,329,1
20000696,7/23/2020,南京市,3002,469,2
20000697,7/23/2020,南京市,3008,487,3
20000698,7/23/2020,杭州市,3002,397,1
20000699,7/23/2020,常州市,3003,536,2
20000700,7/23/2020,杭州市,3002,382,1
20000701,7/24/2020,常州市,3002,524,1
20000702,7/24/2020,南京市,3003,456,2
20000703,7/24/2020,常州市,3002,533,4
20000704,7/24/2020,常州市,3002,529,3
20000705,7/24/2020,北京市,3002,197,1
20000706,7/24/2020,南京市,3002,431,4
20000707,7/24/2020,杭州市,3001,399,4
20000708,7/24/2020,杭州市,3002,344,3
20000709,7/24/2020,天津市,3001,944,1
20000710,7/24/2020,天津市,3007,941,3
20000711,7/24/2020,杭州市,3003,330,2
20000712,7/24/2020,天津市,3009,955,3
20000713,7/24/2020,泰兴市,3002,772,1
20000714,7/24/2020,南京市,3010,460,2
20000715,7/24/2020,北京市,3001,197,2
20000716,7/24/2020,南京市,3007,407,4
20000717,7/24/2020,南京市,3007,421,1
20000718,7/24/2020,天津市,3002,961,2
20000719,7/27/2020,泰兴市,3002,784,1
20000720,7/27/2020,南京市,3008,487,4
20000721,7/27/2020,南京市,3009,420,1
20000722,7/27/2020,常州市,3002,540,1
20000723,7/27/2020,天津市,3002,990,1
20000724,7/27/2020,泰兴市,3008,744,1
20000725,7/27/2020,泰兴市,3008,766,1
20000726,7/27/2020,泰兴市,3008,773,1
20000727,7/27/2020,嘉兴市,3003,201,1
20000728,7/27/2020,嘉兴市,3002,241,3
20000729,7/27/2020,杭州市,3011,389,1
20000730,7/27/2020,天津市,3002,991,3
20000731,7/28/2020,泰兴市,3001,711,1
20000732,7/28/2020,天津市,3008,928,4
20000733,7/28/2020,天津市,3001,989,1
20000734,7/28/2020,南京市,3008,403,4
20000735,7/28/2020,南京市,3008,448,1
20000736,7/28/2020,南京市,3012,495,3
20000737,7/28/2020,南京市,3012,429,4
20000738,7/28/2020,南京市,3002,488,3
20000739,7/28/2020,天津市,3001,962,4
20000740,7/28/2020,嘉兴市,3011,201,3
20000741,7/28/2020,南京市,3012,427,1
20000742,7/29/2020,天津市,3002,968,1
20000743,7/29/2020,天津市,3002,945,1
20000744,7/29/2020,常州市,3002,511,1
20000745,7/29/2020,南京市,3002,487,1
20000746,7/29/2020,南京市,3002,412,2
20000747,7/29/2020,北京市,3001,182,1
20000748,7/29/2020,南京市,3001,420,1
20000749,7/29/2020,常州市,3003,585,2
20000750,7/29/2020,南京市,3009,490,4
20000751,7/29/2020,南京市,3010,416,4
20000752,7/29/2020,泰兴市,3002,749,3
20000753,7/29/2020,杭州市,3002,354,1
20000754,7/29/2020,杭州市,3011,350,1
20000755,7/29/2020,嘉兴市,3003,204,1
20000756,7/29/2020,天津市,3008,975,1
20000757,7/29/2020,杭州市,3001,359,2
20000758,7/30/2020,天津市,3007,960,4
20000759,7/30/2020,常州市,3002,593,3
20000760,7/30/2020,南京市,3002,461,1
20000761,7/30/2020,南京市,3002,447,3
20000762,7/30/2020,南京市,3011,465,1
20000763,7/30/2020,泰兴市,3010,757,2
20000764,7/30/2020,南京市,3012,469,3
20000765,7/30/2020,天津市,3010,953,1
20000766,7/30/2020,泰兴市,3002,790,4
20000767,7/30/2020,南京市,3002,476,2
20000768,7/30/2020,诸暨市,3003,817,2
20000769,7/30/2020,南通市,3011,646,1
20000770,7/30/2020,杭州市,3001,321,1
20000771,7/31/2020,天津市,3011,935,3
20000772,7/31/2020,泰兴市,3003,741,1
20000773,7/31/2020,南通市,3011,604,3
20000774,7/31/2020,北京市,3002,183,1
20000775,7/31/2020,天津市,3007,977,3
20000776,7/31/2020,北京市,3003,119,4
20000777,7/31/2020,北京市,3003,158,4
20000778,7/31/2020,南京市,3011,467,4
20000779,7/31/2020,天津市,3011,932,1
20000780,7/31/2020,嘉兴市,3002,296,1
20000781,8/3/2020,南京市,3010,414,4
20000782,8/3/2020,天津市,3011,908,4
20000783,8/3/2020,南京市,3008,432,2
20000784,8/3/2020,嘉兴市,3003,280,1
20000785,8/3/2020,杭州市,3001,385,4
20000786,8/3/2020,南京市,3008,461,4
20000787,8/3/2020,北京市,3002,113,3
20000788,8/3/2020,南京市,3003,462,1
20000789,8/3/2020,南通市,3003,689,1
20000790,8/3/2020,南京市,3008,484,2
20000791,8/3/2020,杭州市,3003,391,1
20000792,8/3/2020,南京市,3007,461,4
20000793,8/3/2020,嘉兴市,3002,298,3
20000794,8/4/2020,南京市,3003,446,2
20000795,8/4/2020,南通市,3001,648,1
20000796,8/4/2020,南京市,3003,426,1
20000797,8/4/2020,天津市,3002,977,1
20000798,8/4/2020,天津市,3001,919,1
20000799,8/4/2020,泰兴市,3002,720,3
20000800,8/4/2020,泰兴市,3002,778,4
20000801,8/4/2020,南京市,3003,446,3
20000802,8/4/2020,泰兴市,3012,752,1
20000803,8/4/2020,泰兴市,3011,775,3
20000804,8/4/2020,南京市,3011,457,1
20000805,8/4/2020,南通市,3003,690,3
20000806,8/4/2020,泰兴市,3010,707,1
20000807,8/4/2020,嘉兴市,3002,219,3
20000808,8/4/2020,南京市,3007,477,2
20000809,8/4/2020,天津市,3008,946,2
20000810,8/5/2020,嘉兴市,3010,267,4
20000811,8/5/2020,常州市,3002,591,2
20000812,8/5/2020,杭州市,3003,337,1
20000813,8/5/2020,泰兴市,3012,706,1
20000814,8/5/2020,南京市,3002,423,1
20000815,8/5/2020,南通市,3003,637,1
20000816,8/5/2020,常州市,3003,521,1
20000817,8/5/2020,北京市,3001,200,1
20000818,8/5/2020,杭州市,3001,394,1
20000819,8/5/2020,南京市,3009,482,1
20000820,8/5/2020,南京市,3008,403,1
20000821,8/6/2020,嘉兴市,3010,299,1
20000822,8/6/2020,天津市,3002,972,1
20000823,8/6/2020,常州市,3002,544,1
20000824,8/6/2020,泰兴市,3009,771,1
20000825,8/6/2020,南京市,3002,457,1
20000826,8/6/2020,南京市,3002,432,1
20000827,8/6/2020,南京市,3001,433,3
20000828,8/6/2020,天津市,3009,902,4
20000829,8/6/2020,泰兴市,3010,784,2
20000830,8/6/2020,杭州市,3002,342,1
20000831,8/6/2020,天津市,3002,917,1
20000832,8/7/2020,泰兴市,3010,743,3
20000833,8/7/2020,泰兴市,3011,796,3
20000834,8/7/2020,天津市,3008,920,1
20000835,8/7/2020,嘉兴市,3001,203,2
20000836,8/7/2020,嘉兴市,3001,238,1
20000837,8/7/2020,嘉兴市,3011,252,3
20000838,8/7/2020,北京市,3003,177,1
20000839,8/7/2020,天津市,3008,1000,1
20000840,8/7/2020,天津市,3001,967,1
20000841,8/7/2020,嘉兴市,3009,253,3
20000842,8/7/2020,北京市,3002,188,1
20000843,8/7/2020,天津市,3009,954,4
20000844,8/10/2020,嘉兴市,3012,233,1
20000845,8/10/2020,天津市,3002,970,1
20000846,8/10/2020,南京市,3001,449,3
20000847,8/10/2020,天津市,3001,950,2
20000848,8/11/2020,北京市,3001,164,1
20000849,8/11/2020,常州市,3002,539,3
20000850,8/11/2020,泰兴市,3002,724,4
20000851,8/11/2020,南京市,3011,424,3
20000852,8/11/2020,常州市,3002,528,2
20000853,8/11/2020,常州市,3002,583,4
20000854,8/11/2020,北京市,3002,164,1
20000855,8/11/2020,泰兴市,3001,720,1
20000856,8/11/2020,嘉兴市,3002,205,1
20000857,8/11/2020,天津市,3001,969,1
20000858,8/11/2020,南京市,3009,417,1
20000859,8/11/2020,南京市,3012,404,4
20000860,8/11/2020,天津市,3011,911,1
20000861,8/11/2020,南通市,3012,633,2
20000862,8/11/2020,北京市,3001,176,4
20000863,8/12/2020,常州市,3012,515,1
20000864,8/12/2020,南京市,3002,413,2
20000865,8/12/2020,南京市,3008,471,4
20000866,8/12/2020,泰兴市,3003,744,1
20000867,8/12/2020,嘉兴市,3002,242,4
20000868,8/12/2020,南京市,3008,474,3
20000869,8/12/2020,北京市,3003,170,1
20000870,8/13/2020,常州市,3002,556,1
20000871,8/13/2020,南京市,3011,424,1
20000872,8/13/2020,南京市,3002,438,1
20000873,8/13/2020,杭州市,3001,331,1
20000874,8/13/2020,南京市,3001,448,1
20000875,8/13/2020,常州市,3011,525,1
20000876,8/13/2020,北京市,3002,137,1
20000877,8/13/2020,常州市,3001,563,4
20000878,8/13/2020,南通市,3002,681,1
20000879,8/13/2020,南通市,3011,623,1
20000880,8/13/2020,嘉兴市,3002,207,2
20000881,8/14/2020,嘉兴市,3010,231,1
20000882,8/14/2020,泰兴市,3002,729,4
20000883,8/14/2020,北京市,3002,134,3
20000884,8/14/2020,泰兴市,3008,703,1
20000885,8/14/2020,泰兴市,3007,758,3
20000886,8/14/2020,泰兴市,3010,731,1
20000887,8/14/2020,嘉兴市,3002,217,1
20000888,8/14/2020,南通市,3012,697,1
20000889,8/14/2020,嘉兴市,3001,222,2
20000890,8/14/2020,天津市,3002,985,1
20000891,8/14/2020,北京市,3002,143,1
20000892,8/17/2020,天津市,3001,949,1
20000893,8/17/2020,北京市,3001,179,1
20000894,8/17/2020,北京市,3002,105,2
20000895,8/17/2020,诸暨市,3003,852,1
20000896,8/17/2020,北京市,3003,181,3
20000897,8/17/2020,南京市,3012,425,3
20000898,8/17/2020,南通市,3001,656,2
20000899,8/17/2020,常州市,3002,522,1
20000900,8/17/2020,天津市,3001,977,3
20000901,8/17/2020,北京市,3001,171,2
20000902,8/17/2020,天津市,3008,980,1
20000903,8/18/2020,泰兴市,3001,778,1
20000904,8/18/2020,南通市,3002,671,2
20000905,8/18/2020,南京市,3002,425,4
20000906,8/18/2020,南京市,3011,473,1
20000907,8/18/2020,常州市,3002,525,2
20000908,8/18/2020,常州市,3011,519,1
20000909,8/18/2020,天津市,3002,942,2
20000910,8/18/2020,天津市,3012,954,1
20000911,8/18/2020,北京市,3003,182,3
20000912,8/18/2020,嘉兴市,3001,267,1
20000913,8/18/2020,北京市,3002,158,1
20000914,8/19/2020,泰兴市,3010,750,2
20000915,8/19/2020,常州市,3011,586,3
20000916,8/19/2020,北京市,3002,171,1
20000917,8/19/2020,常州市,3002,566,1
20000918,8/19/2020,诸暨市,3001,853,3
20000919,8/19/2020,天津市,3002,1000,1
20000920,8/19/2020,天津市,3008,980,1
20000921,8/19/2020,泰兴市,3012,784,3
20000922,8/19/2020,杭州市,3003,368,1
20000923,8/19/2020,天津市,3001,965,2
20000924,8/20/2020,北京市,3002,182,3
20000925,8/20/2020,南京市,3010,428,1
20000926,8/20/2020,泰兴市,3010,783,2
20000927,8/20/2020,石家庄市,3001,1067,1
20000928,8/20/2020,南京市,3007,490,4
20000929,8/20/2020,南京市,3008,427,1
20000930,8/20/2020,南京市,3012,451,2
20000931,8/20/2020,常州市,3002,597,1
20000932,8/20/2020,天津市,3001,941,4
20000933,8/20/2020,南京市,3011,479,4
20000934,8/20/2020,南京市,3012,407,4
20000935,8/20/2020,南通市,3011,684,1
20000936,8/20/2020,天津市,3002,922,1
20000937,8/20/2020,嘉兴市,3003,259,4
20000938,8/20/2020,天津市,3009,948,1
20000939,8/21/2020,天津市,3012,984,3
20000940,8/21/2020,常州市,3001,587,1
20000941,8/21/2020,常州市,3011,548,3
20000942,8/21/2020,南京市,3003,421,2
20000943,8/21/2020,南京市,3008,439,1
20000944,8/21/2020,石家庄市,3002,1009,1
20000945,8/21/2020,石家庄市,3001,1100,4
20000946,8/21/2020,常州市,3011,520,1
20000947,8/21/2020,天津市,3009,970,3
20000948,8/21/2020,天津市,3008,932,1
20000949,8/21/2020,天津市,3010,930,1
20000950,8/21/2020,北京市,3001,163,4
20000951,8/21/2020,南京市,3008,466,1
20000952,8/21/2020,常州市,3003,575,4
20000953,8/21/2020,天津市,3002,995,2
20000954,8/21/2020,石家庄市,3001,1042,1
20000955,8/21/2020,天津市,3008,904,3
20000956,8/24/2020,石家庄市,3002,1061,1
20000957,8/24/2020,天津市,3003,976,2
20000958,8/24/2020,南通市,3003,659,1
20000959,8/24/2020,嘉兴市,3002,236,4
20000960,8/24/2020,天津市,3002,957,4
20000961,8/24/2020,北京市,3002,162,2
20000962,8/24/2020,南京市,3002,483,1
20000963,8/24/2020,南京市,3008,487,4
20000964,8/25/2020,嘉兴市,3003,294,1
20000965,8/25/2020,常州市,3003,523,3
20000966,8/25/2020,南京市,3010,423,2
20000967,8/25/2020,南京市,3009,425,2
20000968,8/25/2020,泰兴市,3002,753,1
20000969,8/25/2020,石家庄市,3003,1017,1
20000970,8/25/2020,嘉兴市,3007,221,3
20000971,8/26/2020,天津市,3011,957,4
20000972,8/26/2020,南京市,3002,498,2
20000973,8/26/2020,嘉兴市,3011,219,1
20000974,8/26/2020,北京市,3002,168,1
20000975,8/26/2020,天津市,3007,943,1
20000976,8/26/2020,石家庄市,3002,1017,1
20000977,8/26/2020,泰兴市,3007,762,2
20000978,8/26/2020,杭州市,3003,303,1
20000979,8/26/2020,常州市,3001,535,1
20000980,8/26/2020,石家庄市,3011,1084,1
20000981,8/26/2020,泰兴市,3002,724,1
20000982,8/26/2020,南京市,3003,439,1
20000983,8/26/2020,天津市,3007,982,3
20000984,8/27/2020,常州市,3002,553,3
20000985,8/27/2020,南京市,3008,490,1
20000986,8/27/2020,嘉兴市,3003,206,1
20000987,8/27/2020,南京市,3002,421,4
20000988,8/27/2020,南通市,3003,658,3
20000989,8/27/2020,诸暨市,3002,879,4
20000990,8/27/2020,天津市,3002,994,1
20000991,8/27/2020,杭州市,3003,373,3
20000992,8/27/2020,天津市,3001,978,1
20000993,8/27/2020,天津市,3002,983,2
20000994,8/27/2020,北京市,3002,143,3
20000995,8/27/2020,天津市,3001,919,1
20000996,8/28/2020,天津市,3009,994,3
20000997,8/28/2020,嘉兴市,3003,299,1
20000998,8/28/2020,南京市,3008,475,4
20000999,8/28/2020,南京市,3008,490,1
20001000,8/28/2020,石家庄市,3001,1004,2
20001001,8/28/2020,北京市,3003,132,3
20001002,8/28/2020,南京市,3010,429,1
20001003,8/28/2020,杭州市,3002,393,1
20001004,8/28/2020,石家庄市,3002,1049,1
20001005,8/28/2020,杭州市,3002,310,4
20001006,8/28/2020,天津市,3002,920,1
20001007,8/28/2020,石家庄市,3012,1071,2
20001008,8/28/2020,南京市,3011,469,3
20001009,8/28/2020,泰兴市,3001,776,4
20001010,8/28/2020,杭州市,3012,382,4
20001011,8/28/2020,天津市,3007,930,1
20001012,8/31/2020,泰兴市,3002,772,1
20001013,8/31/2020,天津市,3012,956,1
20001014,8/31/2020,常州市,3001,583,1
20001015,8/31/2020,诸暨市,3002,818,1
20001016,8/31/2020,南京市,3003,403,2
20001017,8/31/2020,嘉兴市,3002,285,1
20001018,8/31/2020,嘉兴市,3002,203,1
20001019,8/31/2020,嘉兴市,3001,216,3
20001020,8/31/2020,杭州市,3012,361,1
20001021,8/31/2020,北京市,3002,137,1
20001022,8/31/2020,常州市,3002,542,3
20001023,8/31/2020,石家庄市,3003,1084,4
20001024,8/31/2020,镇江市,3009,1103,2
20001025,8/31/2020,南通市,3012,622,1
20001026,8/31/2020,嘉兴市,3011,267,4
20001027,8/31/2020,天津市,3011,908,2
20001028,8/31/2020,杭州市,3002,329,1
20001029,9/1/2020,镇江市,3011,1114,4
20001030,9/1/2020,石家庄市,3011,1039,1
20001031,9/1/2020,南京市,3003,447,1
20001032,9/1/2020,诸暨市,3003,816,3
20001033,9/1/2020,南京市,3002,451,1
20001034,9/1/2020,南京市,3003,462,2
20001035,9/1/2020,嘉兴市,3001,293,3
20001036,9/1/2020,南京市,3003,426,1
20001037,9/1/2020,石家庄市,3002,1043,1
20001038,9/1/2020,南通市,3012,683,1
20001039,9/1/2020,泰兴市,3003,794,1
20001040,9/1/2020,杭州市,3010,395,2
20001041,9/1/2020,常州市,3002,571,3
20001042,9/1/2020,天津市,3010,941,1
20001043,9/1/2020,泰兴市,3001,785,1
20001044,9/1/2020,杭州市,3011,305,4
20001045,9/1/2020,嘉兴市,3010,248,2
20001046,9/1/2020,南京市,3009,427,3
20001047,9/1/2020,南京市,3003,459,2
20001048,9/1/2020,镇江市,3012,1109,1
20001049,9/1/2020,石家庄市,3011,1091,1
20001050,9/1/2020,嘉兴市,3001,228,3
20001051,9/2/2020,常州市,3001,542,1
20001052,9/2/2020,常州市,3003,586,3
20001053,9/2/2020,嘉兴市,3009,281,2
20001054,9/2/2020,泰兴市,3012,735,2
20001055,9/2/2020,泰兴市,3001,752,4
20001056,9/2/2020,石家庄市,3012,1045,2
20001057,9/2/2020,石家庄市,3011,1029,1
20001058,9/2/2020,北京市,3002,185,2
20001059,9/2/2020,北京市,3001,163,1
20001060,9/2/2020,北京市,3001,107,4
20001061,9/2/2020,北京市,3003,109,1
20001062,9/2/2020,常州市,3003,595,1
20001063,9/2/2020,诸暨市,3002,884,2
20001064,9/2/2020,石家庄市,3003,1046,4
20001065,9/2/2020,杭州市,3002,335,1
20001066,9/2/2020,杭州市,3010,368,4
20001067,9/2/2020,嘉兴市,3009,285,1
20001068,9/2/2020,天津市,3001,902,1
20001069,9/2/2020,石家庄市,3002,1004,3
20001070,9/2/2020,泰兴市,3003,720,1
20001071,9/2/2020,嘉兴市,3011,253,4
20001072,9/2/2020,天津市,3003,998,1
20001073,9/6/2020,镇江市,3011,1194,1
20001074,9/6/2020,南京市,3009,428,3
20001075,9/6/2020,嘉兴市,3003,217,1
20001076,9/6/2020,嘉兴市,3003,250,1
20001077,9/6/2020,石家庄市,3002,1037,4
20001078,9/6/2020,诸暨市,3002,881,1
20001079,9/6/2020,天津市,3002,923,3
20001080,9/6/2020,天津市,3008,986,1
20001081,9/6/2020,嘉兴市,3002,206,1
20001082,9/7/2020,天津市,3003,903,1
20001083,9/7/2020,南京市,3012,438,1
20001084,9/7/2020,杭州市,3002,307,1
20001085,9/7/2020,南通市,3001,686,4
20001086,9/7/2020,北京市,3002,169,1
20001087,9/7/2020,石家庄市,3003,1015,4
20001088,9/7/2020,南通市,3011,677,3
20001089,9/7/2020,杭州市,3001,353,1
20001090,9/7/2020,泰兴市,3002,798,2
20001091,9/7/2020,石家庄市,3009,1013,3
20001092,9/7/2020,石家庄市,3011,1018,4
20001093,9/7/2020,南京市,3001,476,1
20001094,9/8/2020,北京市,3001,161,1
20001095,9/8/2020,杭州市,3002,391,3
20001096,9/8/2020,泰兴市,3002,771,2
20001097,9/8/2020,南通市,3002,654,1
20001098,9/8/2020,石家庄市,3011,1085,1
20001099,9/8/2020,石家庄市,3011,1034,1
20001100,9/8/2020,南京市,3002,444,1
20001101,9/8/2020,南京市,3012,412,1
20001102,9/8/2020,南京市,3008,431,3
20001103,9/8/2020,常州市,3002,537,3
20001104,9/8/2020,石家庄市,3011,1021,1
20001105,9/8/2020,南京市,3008,456,3
20001106,9/8/2020,天津市,3001,991,1
20001107,9/8/2020,南通市,3008,675,2
20001108,9/8/2020,镇江市,3012,1120,1
20001109,9/8/2020,嘉兴市,3001,219,1
20001110,9/8/2020,天津市,3002,955,1
20001111,9/9/2020,南京市,3011,466,1
20001112,9/9/2020,天津市,3011,958,2
20001113,9/9/2020,泰兴市,3002,773,2
20001114,9/9/2020,南京市,3002,411,1
20001115,9/9/2020,诸暨市,3003,859,4
20001116,9/9/2020,镇江市,3002,1131,2
20001117,9/9/2020,南京市,3003,488,3
20001118,9/9/2020,泰兴市,3008,720,1
20001119,9/9/2020,北京市,3002,193,1
20001120,9/9/2020,泰兴市,3001,782,1
20001121,9/9/2020,常州市,3002,586,1
20001122,9/9/2020,北京市,3003,161,1
20001123,9/9/2020,石家庄市,3009,1076,1
20001124,9/9/2020,杭州市,3012,345,4
20001125,9/9/2020,嘉兴市,3012,243,1
20001126,9/9/2020,镇江市,3011,1197,2
20001127,9/9/2020,镇江市,3007,1134,1
20001128,9/9/2020,北京市,3002,125,3
20001129,9/10/2020,南京市,3011,462,1
20001130,9/10/2020,南京市,3001,429,4
